Timestamp_ms,Centered_EMG,RMS_Envelope
3346912,275.7972,304.4698
3346913,275.7972,304.7114
3346914,278.7972,304.9575
3346915,289.7972,305.2219
3346916,290.7972,305.4824
3346917,289.7972,305.7398
3346918,280.7972,305.9752
3346919,289.7972,306.2238
3346920,289.7972,306.4728
3346921,290.7972,306.7257
3346922,289.7972,306.9754
3346923,276.7972,307.2026
3346924,276.7972,307.4296
3346925,275.7972,307.6524
3346926,289.7972,307.8942
3346927,289.7972,308.1345
3346928,289.7972,308.3740
3346929,290.7972,308.6132
3346930,292.7972,308.8489
3346931,290.7972,309.0800
3346932,277.7972,309.2870
3346933,277.7972,309.4945
3346934,277.7972,309.7012
3346935,277.7972,309.9149
3346936,273.7972,310.1233
3346937,272.7972,310.3291
3346938,263.7972,310.5205
3346939,248.7972,310.6878
3346940,245.7972,310.8501
3346941,247.7972,311.0129
3346942,258.7972,311.1936
3346943,257.7972,311.3732
3346944,249.7972,311.5334
3346945,246.7972,311.6873
3346946,245.7972,311.8388
3346947,246.7972,311.9926
3346948,256.7972,312.1631
3346949,257.7972,312.3345
3346950,257.7972,312.5057
3346951,257.7972,312.6769
3346952,255.7972,312.8447
3346953,257.7972,313.0150
3346954,257.7972,313.1852
3346955,243.7972,313.3328
3346956,228.7972,313.4571
3346957,230.7972,313.5827
3346958,232.7972,313.7097
3346959,243.7972,313.8534
3346960,246.7972,313.9938
3346961,249.7972,314.1388
3346962,260.7972,314.3126
3346963,260.7972,314.4947
3346964,257.7972,314.6648
3346965,247.7972,314.8194
3346966,244.7972,314.9686
3346967,228.7972,315.0877
3346968,211.7972,315.1607
3346969,209.7972,315.2132
3346970,214.7972,315.2744
3346971,228.7972,315.3862
3346972,229.7972,315.5207
3346973,231.7972,315.6746
3346974,232.7972,315.8368
3346975,233.7972,315.9935
3346976,240.7972,316.1467
3346977,232.7972,316.2846
3346978,232.7972,316.4219
3346979,240.7972,316.5710
3346980,241.7972,316.7223
3346981,242.7972,316.8750
3346982,240.7972,317.0240
3346983,232.7972,317.1596
3346984,241.7972,317.3002
3346985,243.7972,317.4343
3346986,243.7972,317.5555
3346987,243.7972,317.6711
3346988,241.7972,317.7835
3346989,232.7972,317.8880
3346990,231.7972,318.0134
3346991,225.7972,318.1500
3346992,224.7972,318.2878
3346993,227.7972,318.4201
3346994,232.7972,318.5571
3346995,245.7972,318.7129
3346996,247.7972,318.8649
3346997,241.7972,319.0047
3346998,215.7972,319.0987
3346999,199.7972,319.1701
3347000,201.7972,319.2441
3347001,212.7972,319.3410
3347002,216.7972,319.4454
3347003,224.7972,319.5609
3347004,225.7972,319.6770
3347005,225.7972,319.7923
3347006,226.7972,319.9083
3347007,227.7972,320.0256
3347008,233.7972,320.1515
3347009,243.7972,320.2853
3347010,246.7972,320.4307
3347011,257.7972,320.5855
3347012,240.7972,320.7137
3347013,214.7972,320.8059
3347014,197.7972,320.8769
3347015,209.7972,320.9616
3347016,213.7972,321.0490
3347017,213.7972,321.1373
3347018,213.7972,321.2263
3347019,215.7972,321.3188
3347020,215.7972,321.4097
3347021,215.7972,321.5136
3347022,216.7972,321.6281
3347023,216.7972,321.7433
3347024,213.7972,321.8525
3347025,208.7972,321.9455
3347026,198.7972,322.0237
3347027,198.7972,322.0949
3347028,208.7972,322.1771
3347029,213.7972,322.2730
3347030,215.7972,322.3744
3347031,212.7972,322.4718
3347032,210.7972,322.5643
3347033,210.7972,322.6561
3347034,210.7972,322.7508
3347035,199.7972,322.8411
3347036,194.7972,322.9271
3347037,195.7972,323.0125
3347038,194.7972,323.0898
3347039,194.7972,323.1733
3347040,195.7972,323.2579
3347041,194.7972,323.3345
3347042,196.7972,323.4135
3347043,199.7972,323.4969
3347044,199.7972,323.5803
3347045,199.7972,323.6629
3347046,209.7972,323.7649
3347047,199.7972,323.8581
3347048,195.7972,323.9537
3347049,195.7972,324.0574
3347050,195.7972,324.1551
3347051,193.7972,324.2482
3347052,184.7972,324.3292
3347053,193.7972,324.4207
3347054,184.7972,324.4964
3347055,184.7972,324.5704
3347056,185.7972,324.6368
3347057,193.7972,324.7112
3347058,193.7972,324.7819
3347059,193.7972,324.8457
3347060,184.7972,324.9073
3347061,184.7972,324.9690
3347062,176.7972,325.0239
3347063,164.7972,325.0768
3347064,167.7972,325.1340
3347065,164.7972,325.1763
3347066,164.7972,325.1917
3347067,167.7972,325.1917
3347068,169.7972,325.1765
3347069,167.7972,325.1626
3347070,177.7972,325.1722
3347071,177.7972,325.1677
3347072,168.7972,325.1338
3347073,169.7972,325.0832
3347074,166.7972,325.0120
3347075,163.7972,324.9306
3347076,166.7972,324.8537
3347077,179.7972,324.7921
3347078,180.7972,324.7273
3347079,181.7972,324.6622
3347080,183.7972,324.5831
3347081,183.7972,324.5026
3347082,176.7972,324.4112
3347083,168.7972,324.3097
3347084,164.7972,324.2026
3347085,150.7972,324.0818
3347086,151.7972,323.9709
3347087,163.7972,323.8657
3347088,161.7972,323.7349
3347089,150.7972,323.5719
3347090,146.7972,323.4016
3347091,137.7972,323.2335
3347092,134.7972,323.0809
3347093,144.7972,322.9401
3347094,148.7972,322.8215
3347095,149.7972,322.6993
3347096,148.7972,322.5635
3347097,149.7972,322.4238
3347098,144.7972,322.2729
3347099,136.7972,322.1167
3347100,135.7972,321.9611
3347101,133.7972,321.8005
3347102,134.7972,321.6424
3347103,136.7972,321.4841
3347104,135.7972,321.3048
3347105,134.7972,321.1000
3347106,132.7972,320.8933
3347107,132.7972,320.6773
3347108,131.7972,320.4586
3347109,132.7972,320.2460
3347110,133.7972,320.0305
3347111,133.7972,319.7960
3347112,132.7972,319.5793
3347113,133.7972,319.3615
3347114,134.7972,319.1535
3347115,136.7972,318.9668
3347116,133.7972,318.7596
3347117,128.7972,318.5352
3347118,115.7972,318.2817
3347119,104.7972,318.0126
3347120,101.7972,317.7433
3347121,103.7972,317.4750
3347122,113.7972,317.2115
3347123,115.7972,316.9530
3347124,116.7972,316.7048
3347125,105.7972,316.4447
3347126,101.7972,316.1741
3347127,103.7972,315.8785
3347128,112.7972,315.5826
3347129,103.7972,315.2782
3347130,103.7972,314.9817
3347131,103.7972,314.7051
3347132,103.7972,314.4264
3347133,104.7972,314.1298
3347134,102.7972,313.8274
3347135,104.7972,313.5199
3347136,113.7972,313.1927
3347137,113.7972,312.8674
3347138,112.7972,312.5432
3347139,103.7972,312.2037
3347140,101.7972,311.8358
3347141,103.7972,311.4641
3347142,112.7972,311.0937
3347143,102.7972,310.7228
3347144,113.7972,310.3906
3347145,115.7972,310.0853
3347146,113.7972,309.7589
3347147,104.7972,309.4214
3347148,101.7972,309.1054
3347149,102.7972,308.7658
3347150,100.7972,308.3885
3347151,103.7972,308.0081
3347152,102.7972,307.6674
3347153,103.7972,307.3313
3347154,103.7972,306.9793
3347155,103.7972,306.6247
3347156,113.7972,306.2562
3347157,113.7972,305.8802
3347158,113.7972,305.4967
3347159,116.7972,305.0935
3347160,121.7972,304.7152
3347161,131.7972,304.3448
3347162,135.7972,303.9534
3347163,136.7972,303.5624
3347164,129.7972,303.1671
3347165,113.7972,302.7778
3347166,127.7972,302.3992
3347167,130.7972,302.0008
3347168,104.7972,301.5742
3347169,83.7972,301.1289
3347170,68.7972,300.6728
3347171,69.7972,300.2289
3347172,84.7972,299.7946
3347173,87.7972,299.3514
3347174,88.7972,298.8802
3347175,98.7972,298.4041
3347176,98.7972,297.8954
3347177,97.7972,297.3797
3347178,98.7972,296.8692
3347179,97.7972,296.3572
3347180,99.7972,295.8483
3347181,99.7972,295.3600
3347182,99.7972,294.8412
3347183,101.7972,294.2838
3347184,101.7972,293.7535
3347185,104.7972,293.2298
3347186,113.7972,292.7064
3347187,104.7972,292.1470
3347188,98.7972,291.5795
3347189,99.7972,291.0087
3347190,100.7972,290.4288
3347191,100.7972,289.8182
3347192,111.7972,289.2352
3347193,105.7972,288.6552
3347194,102.7972,288.0690
3347195,97.7972,287.4840
3347196,98.7972,286.8926
3347197,97.7972,286.2663
3347198,98.7972,285.6454
3347199,86.7972,285.0184
3347200,71.7972,284.3725
3347201,68.7972,283.7205
3347202,82.7972,283.0807
3347203,88.7972,282.4431
3347204,96.7972,281.7875
3347205,97.7972,281.0995
3347206,104.7972,280.4148
3347207,121.7972,279.7422
3347208,146.7972,279.1396
3347209,161.7972,278.5925
3347210,162.7972,278.0116
3347211,161.7972,277.4062
3347212,145.7972,276.7462
3347213,119.7972,276.0131
3347214,115.7972,275.2746
3347215,120.7972,274.5282
3347216,148.7972,273.8040
3347217,184.7972,273.1792
3347218,209.7972,272.6886
3347219,195.7972,272.1855
3347220,151.7972,271.5717
3347221,114.7972,270.9137
3347222,72.7972,270.2281
3347223,51.7972,269.5408
3347224,38.7972,268.8855
3347225,25.7972,268.2161
3347226,18.7972,267.5116
3347227,3.7972,266.8363
3347228,-14.2028,266.1631
3347229,-26.2028,265.4577
3347230,-26.2028,264.7439
3347231,-13.2028,264.0229
3347232,-7.2028,263.2995
3347233,4.7972,262.5839
3347234,17.7972,261.8708
3347235,21.7972,261.1826
3347236,34.7972,260.4624
3347237,36.7972,259.7307
3347238,39.7972,258.9945
3347239,51.7972,258.3039
3347240,54.7972,257.6835
3347241,65.7972,257.1221
3347242,67.7972,256.5989
3347243,68.7972,256.0665
3347244,67.7972,255.4995
3347245,65.7972,254.9242
3347246,64.7972,254.3129
3347247,67.7972,253.6891
3347248,70.7972,253.0232
3347249,65.7972,252.3295
3347250,54.7972,251.5807
3347251,64.7972,250.8344
3347252,69.7972,250.0886
3347253,67.7972,249.3879
3347254,51.7972,248.7309
3347255,52.7972,248.1274
3347256,65.7972,247.5223
3347257,54.7972,246.9135
3347258,40.7972,246.3598
3347259,54.7972,245.8012
3347260,65.7972,245.2157
3347261,67.7972,244.6579
3347262,69.7972,244.1030
3347263,70.7972,243.5536
3347264,71.7972,242.9880
3347265,67.7972,242.3937
3347266,68.7972,241.7984
3347267,66.7972,241.2384
3347268,70.7972,240.6886
3347269,97.7972,240.1565
3347270,135.7972,239.6541
3347271,179.7972,239.1930
3347272,210.7972,238.7528
3347273,229.7972,238.3008
3347274,258.7972,237.8904
3347275,291.7972,237.5559
3347276,321.7972,237.3652
3347277,352.7972,237.3412
3347278,358.7972,237.3591
3347279,341.7972,237.3534
3347280,305.7972,237.2079
3347281,279.7972,236.9613
3347282,258.7972,236.6510
3347283,246.7972,236.3145
3347284,212.7972,235.9146
3347285,162.7972,235.4373
3347286,144.7972,234.9450
3347287,193.7972,234.5224
3347288,278.7972,234.2738
3347289,373.7972,234.3176
3347290,418.7972,234.5166
3347291,370.7972,234.5230
3347292,278.7972,234.2648
3347293,194.7972,233.8300
3347294,162.7972,233.3420
3347295,182.7972,232.8988
3347296,214.7972,232.5062
3347297,217.7972,232.0763
3347298,216.7972,231.6237
3347299,200.7972,231.1480
3347300,181.7972,230.6989
3347301,182.7972,230.2854
3347302,199.7972,229.9025
3347303,215.7972,229.5131
3347304,194.7972,229.0294
3347305,137.7972,228.4413
3347306,88.7972,227.8235
3347307,40.7972,227.2776
3347308,22.7972,226.7743
3347309,33.7972,226.3050
3347310,34.7972,225.8437
3347311,55.7972,225.3517
3347312,136.7972,224.9129
3347313,279.7972,224.6980
3347314,450.7972,225.0261
3347315,593.7972,225.9799
3347316,659.7972,227.2843
3347317,643.7972,228.5030
3347318,553.7972,229.2773
3347319,419.7972,229.4906
3347320,258.7972,229.2244
3347321,99.7972,228.7025
3347322,-13.2028,228.1111
3347323,-76.2028,227.5395
3347324,-142.2028,227.0301
3347325,-188.2028,226.5866
3347326,-159.2028,226.0944
3347327,-88.2028,225.5167
3347328,36.7972,224.9023
3347329,200.7972,224.4565
3347330,355.7972,224.3980
3347331,497.7972,224.8824
3347332,564.7972,225.6815
3347333,499.7972,226.1786
3347334,305.7972,226.0323
3347335,79.7972,225.5370
3347336,-103.2028,225.0566
3347337,-234.2028,224.7344
3347338,-342.2028,224.6762
3347339,-332.2028,224.5588
3347340,-219.2028,224.1960
3347341,-57.2028,223.6031
3347342,129.7972,223.0662
3347343,339.7972,223.0003
3347344,549.7972,223.7803
3347345,709.7972,225.4534
3347346,744.7972,227.3444
3347347,678.7972,228.8065
3347348,536.7972,229.4990
3347349,375.7972,229.5153
3347350,197.7972,229.0401
3347351,18.7972,228.4373
3347352,-120.2028,227.9521
3347353,-201.2028,227.6976
3347354,-216.2028,227.4786
3347355,-187.2028,227.2023
3347356,-157.2028,226.8494
3347357,-198.2028,226.5223
3347358,-265.2028,226.3260
3347359,-363.2028,226.4016
3347360,-456.2028,226.8105
3347361,-423.2028,227.0482
3347362,-302.2028,226.8991
3347363,-166.2028,226.5116
3347364,-28.2028,226.0431
3347365,68.7972,225.5854
3347366,150.7972,225.1709
3347367,145.7972,224.7431
3347368,52.7972,224.2472
3347369,-76.2028,223.7935
3347370,-206.2028,223.5031
3347371,-333.2028,223.5250
3347372,-428.2028,223.8672
3347373,-446.2028,224.2762
3347374,-429.2028,224.6182
3347375,-472.2028,225.0964
3347376,-525.2028,225.7926
3347377,-558.2028,226.5689
3347378,-558.2028,227.3294
3347379,-505.2028,227.8402
3347380,-413.2028,228.0245
3347381,-301.2028,227.9130
3347382,-168.2028,227.5596
3347383,-73.2028,227.0842
3347384,-14.2028,226.6286
3347385,6.7972,226.2022
3347386,36.7972,225.7863
3347387,65.7972,225.3745
3347388,87.7972,224.9402
3347389,87.7972,224.5051
3347390,52.7972,224.0785
3347391,4.7972,223.6415
3347392,-40.2028,223.1852
3347393,36.7972,222.7269
3347394,307.7972,222.6844
3347395,680.7972,224.2746
3347396,1078.7972,228.8650
3347397,1481.7972,237.7189
3347398,1617.7972,247.9722
3347399,1333.7972,254.5571
3347400,808.7972,256.7008
3347401,196.7972,256.5532
3347402,-361.2028,256.7716
3347403,-696.2028,258.3184
3347404,-792.2028,260.3706
3347405,-669.2028,261.6920
3347406,-347.2028,261.7445
3347407,81.7972,261.3364
3347408,404.7972,261.5267
3347409,534.7972,262.2111
3347410,482.7972,262.7264
3347411,276.7972,262.6917
3347412,-11.2028,262.4025
3347413,-280.2028,262.4118
3347414,-444.2028,262.8671
3347415,-534.2028,263.6322
3347416,-555.2028,264.4793
3347417,-503.2028,265.1184
3347418,-442.2028,265.5582
3347419,-380.2028,265.7862
3347420,-263.2028,265.7308
3347421,-105.2028,265.4541
3347422,49.7972,265.1469
3347423,199.7972,265.0084
3347424,307.7972,265.0768
3347425,355.7972,265.2674
3347426,358.7972,265.4360
3347427,304.7972,265.4696
3347428,193.7972,265.2947
3347429,40.7972,264.9820
3347430,-121.2028,264.7138
3347431,-296.2028,264.7258
3347432,-463.2028,265.2442
3347433,-537.2028,266.0401
3347434,-460.2028,266.5456
3347435,-344.2028,266.7005
3347436,-139.2028,266.4920
3347437,147.7972,266.2947
3347438,417.7972,266.6886
3347439,546.7972,267.5761
3347440,546.7972,268.4662
3347441,384.7972,268.7888
3347442,104.7972,268.5804
3347443,-93.2028,268.3652
3347444,-138.2028,268.2039
3347445,-79.2028,268.0001
3347446,69.7972,267.7927
3347447,200.7972,267.7158
3347448,246.7972,267.6970
3347449,213.7972,267.6195
3347450,119.7972,267.4247
3347451,3.7972,267.1761
3347452,-39.2028,266.9369
3347453,-11.2028,266.6883
3347454,55.7972,266.4506
3347455,153.7972,266.3163
3347456,227.7972,266.3146
3347457,255.7972,266.3603
3347458,228.7972,266.3533
3347459,161.7972,266.2284
3347460,100.7972,266.0377
3347461,65.7972,265.8194
3347462,2.7972,265.5634
3347463,-76.2028,265.3291
3347464,-154.2028,265.1682
3347465,-154.2028,265.0262
3347466,-73.2028,264.8203
3347467,66.7972,264.6394
3347468,150.7972,264.5558
3347469,151.7972,264.4765
3347470,82.7972,264.3279
3347471,-41.2028,264.1362
3347472,-200.2028,264.0880
3347473,-331.2028,264.2999
3347474,-397.2028,264.6915
3347475,-297.2028,264.8186
3347476,-78.2028,264.6227
3347477,245.7972,264.6462
3347478,626.7972,265.9229
3347479,915.7972,268.8427
3347480,1061.7972,272.7898
3347481,1109.7972,277.0554
3347482,1107.7972,281.2439
3347483,1030.7972,284.8067
3347484,882.7972,287.3266
3347485,642.7972,288.5551
3347486,289.7972,288.6402
3347487,-150.2028,288.5124
3347488,-541.2028,289.3238
3347489,-828.2028,291.4991
3347490,-1038.2028,294.9915
3347491,-1195.2028,299.6248
3347492,-1212.2028,304.3236
3347493,-1095.2028,308.0714
3347494,-827.2028,310.1099
3347495,-540.2028,310.8552
3347496,-329.2028,311.0063
3347497,-222.2028,310.9770
3347498,-233.2028,311.0022
3347499,-286.2028,311.1372
3347500,-350.2028,311.4003
3347501,-380.2028,311.7190
3347502,-282.2028,311.8236
3347503,-89.2028,311.6871
3347504,99.7972,311.5554
3347505,259.7972,311.6084
3347506,401.7972,311.9612
3347507,549.7972,312.7628
3347508,735.7972,314.3152
3347509,915.7972,316.7847
3347510,1094.7972,320.3559
3347511,1171.7972,324.4090
3347512,1009.7972,327.3601
3347513,693.7972,328.6868
3347514,353.7972,328.9485
3347515,72.7972,328.8308
3347516,-78.2028,328.7104
3347517,-182.2028,328.6723
3347518,-279.2028,328.7704
3347519,-360.2028,329.0233
3347520,-311.2028,329.1761
3347521,-108.2028,329.0702
3347522,176.7972,329.0223
3347523,486.7972,329.5992
3347524,726.7972,331.0599
3347525,791.7972,332.8173
3347526,790.7972,334.5729
3347527,694.7972,335.8951
3347528,496.7972,336.4995
3347529,336.7972,336.7007
3347530,243.7972,336.7389
3347531,144.7972,336.6667
3347532,17.7972,336.5356
3347533,-87.2028,336.4262
3347534,-142.2028,336.3542
3347535,-188.2028,336.3408
3347536,-219.2028,336.3709
3347537,-221.2028,336.4024
3347538,-167.2028,336.3727
3347539,-137.2028,336.3158
3347540,-182.2028,336.3005
3347541,-172.2028,336.2759
3347542,-88.2028,336.1838
3347543,68.7972,336.0791
3347544,228.7972,336.1161
3347545,272.7972,336.2188
3347546,196.7972,336.2030
3347547,98.7972,336.1133
3347548,-59.2028,336.0097
3347549,-219.2028,336.0386
3347550,-380.2028,336.3545
3347551,-508.2028,337.0101
3347552,-574.2028,337.8859
3347553,-602.2028,338.8467
3347554,-602.2028,339.8148
3347555,-575.2028,340.6868
3347556,-602.2028,341.6486
3347557,-615.2028,342.6450
3347558,-492.2028,343.2419
3347559,-186.2028,343.2335
3347560,264.7972,343.3383
3347561,759.7972,344.9166
3347562,1060.7972,348.0740
3347563,1235.7972,352.3572
3347564,1347.7972,357.3967
3347565,1398.7972,362.7552
3347566,1423.7972,368.2274
3347567,1285.7972,372.6146
3347568,966.7972,375.0379
3347569,578.7972,375.8551
3347570,199.7972,375.8772
3347571,-72.2028,375.8070
3347572,-280.2028,375.9401
3347573,-474.2028,376.4612
3347574,-606.2028,377.3624
3347575,-730.2028,378.7018
3347576,-855.2028,380.5551
3347577,-793.2028,382.1202
3347578,-605.2028,382.9922
3347579,-429.2028,383.3867
3347580,-234.2028,383.4417
3347581,-10.2028,383.3538
3347582,147.7972,383.3293
3347583,274.7972,383.4519
3347584,435.7972,383.8761
3347585,552.7972,384.6122
3347586,676.7972,385.7416
3347587,709.7972,386.9762
3347588,608.7972,387.8653
3347589,416.7972,388.2543
3347590,194.7972,388.2966
3347591,-107.2028,388.2773
3347592,-425.2028,388.6959
3347593,-621.2028,389.6336
3347594,-843.2028,391.3976
3347595,-1038.2028,394.0849
3347596,-990.2028,396.5093
3347597,-748.2028,397.8622
3347598,-380.2028,398.1727
3347599,-23.2028,398.1271
3347600,131.7972,398.1244
3347601,112.7972,398.1114
3347602,36.7972,398.0692
3347603,3.7972,398.0222
3347604,115.7972,398.0095
3347605,342.7972,398.2590
3347606,616.7972,399.1690
3347607,838.7972,400.8837
3347608,978.7972,403.2234
3347609,903.7972,405.2006
3347610,673.7972,406.2755
3347611,434.7972,406.6965
3347612,228.7972,406.7818
3347613,24.7972,406.7393
3347614,-152.2028,406.7516
3347615,-265.2028,406.8785
3347616,-333.2028,407.1073
3347617,-364.2028,407.3923
3347618,-367.2028,407.6902
3347619,-347.2028,407.9589
3347620,-428.2028,408.3827
3347621,-555.2028,409.1105
3347622,-646.2028,410.0984
3347623,-678.2028,411.1858
3347624,-633.2028,412.1267
3347625,-489.2028,412.6798
3347626,-297.2028,412.8687
3347627,-137.2028,412.8882
3347628,-14.2028,412.8579
3347629,64.7972,412.8419
3347630,69.7972,412.8276
3347631,32.7972,412.8042
3347632,68.7972,412.7895
3347633,308.7972,412.9939
3347634,728.7972,414.2524
3347635,1156.7972,417.4440
3347636,1415.7972,422.1878
3347637,1329.7972,426.3254
3347638,1039.7972,428.8243
3347639,722.7972,430.0158
3347640,483.7972,430.5357
3347641,327.7972,430.7602
3347642,288.7972,430.9243
3347643,322.7972,431.1415
3347644,371.7972,431.4320
3347645,322.7972,431.6424
3347646,85.7972,431.6294
3347647,-182.2028,431.6809
3347648,-382.2028,431.9951
3347649,-591.2028,432.7791
3347650,-761.2028,434.0924
3347651,-750.2028,435.3623
3347652,-607.2028,436.1841
3347653,-489.2028,436.7078
3347654,-445.2028,437.1367
3347655,-343.2028,437.3815
3347656,-94.2028,437.3722
3347657,215.7972,437.4490
3347658,519.7972,438.0367
3347659,708.7972,439.1510
3347660,739.7972,440.3618
3347661,550.7972,441.0108
3347662,276.7972,441.1427
3347663,36.7972,441.1034
3347664,-139.2028,441.1091
3347665,-249.2028,441.2205
3347666,-232.2028,441.3057
3347667,-72.2028,441.2788
3347668,129.7972,441.2921
3347669,246.7972,441.4141
3347670,277.7972,441.5782
3347671,232.7972,441.6899
3347672,67.7972,441.6840
3347673,-217.2028,441.7734
3347674,-511.2028,442.3467
3347675,-747.2028,443.5851
3347676,-855.2028,445.2089
3347677,-888.2028,446.9559
3347678,-907.2028,448.7718
3347679,-904.2028,450.5687
3347680,-825.2028,452.0555
3347681,-767.2028,453.3337
3347682,-765.2028,454.6016
3347683,-700.2028,455.6561
3347684,-512.2028,456.2087
3347685,-189.2028,456.2631
3347686,231.7972,456.3525
3347687,658.7972,457.2785
3347688,934.7972,459.1643
3347689,962.7972,461.1571
3347690,724.7972,462.2729
3347691,389.7972,462.5795
3347692,101.7972,462.5749
3347693,40.7972,462.5543
3347694,148.7972,462.5793
3347695,387.7972,462.8836
3347696,722.7972,463.9899
3347697,1077.7972,466.4662
3347698,1313.7972,470.1312
3347699,1286.7972,473.6243
3347700,1048.7972,475.9303
3347701,721.7972,477.0138
3347702,290.7972,477.1767
3347703,-158.2028,477.2126
3347704,-487.2028,477.6901
3347705,-652.2028,478.5598
3347706,-826.2028,479.9612
3347707,-938.2028,481.7608
3347708,-990.2028,483.7472
3347709,-1020.2028,485.8402
3347710,-939.2028,487.5981
3347711,-745.2028,488.6821
3347712,-508.2028,489.1668
3347713,-268.2028,489.2845
3347714,35.7972,489.2597
3347715,358.7972,489.4930
3347716,656.7972,490.3283
3347717,1027.7972,492.4087
3347718,1462.7972,496.6466
3347719,1810.7972,503.1293
3347720,1795.7972,509.4534
3347721,1507.7972,513.8710
3347722,1058.7972,516.0377
3347723,512.7972,516.5418
3347724,-58.2028,516.5454
3347725,-575.2028,517.1843
3347726,-991.2028,519.0798
3347727,-1242.2028,522.0440
3347728,-1390.2028,525.7327
3347729,-1518.2028,530.0975
3347730,-1575.2028,534.7565
3347731,-1385.2028,538.3324
3347732,-982.2028,540.1214
3347733,-508.2028,540.5993
3347734,-89.2028,540.6134
3347735,198.7972,540.6856
3347736,356.7972,540.9188
3347737,406.7972,541.2221
3347738,504.7972,541.6898
3347739,613.7972,542.3799
3347740,647.7972,543.1476
3347741,616.7972,543.8396
3347742,563.7972,544.4153
3347743,470.7972,544.8136
3347744,354.7972,545.0362
3347745,230.7972,545.1260
3347746,176.7972,545.1756
3347747,100.7972,545.1858
3347748,20.7972,545.1774
3347749,-46.2028,545.1734
3347750,-122.2028,545.1953
3347751,-121.2028,545.2145
3347752,-44.2028,545.2092
3347753,211.7972,545.2830
3347754,533.7972,545.8004
3347755,737.7972,546.7917
3347756,769.7972,547.8665
3347757,695.7972,548.7440
3347758,596.7972,549.3896
3347759,485.7972,549.8136
3347760,352.7972,550.0320
3347761,164.7972,550.0730
3347762,37.7972,550.0668
3347763,-43.2028,550.0611
3347764,-104.2028,550.0714
3347765,-125.2028,550.0916
3347766,-90.2028,550.0978
3347767,18.7972,550.0903
3347768,68.7972,550.0898
3347769,21.7972,550.0733
3347770,-76.2028,550.0503
3347771,-174.2028,550.0467
3347772,-266.2028,550.0947
3347773,-328.2028,550.1945
3347774,-380.2028,550.3355
3347775,-472.2028,550.5859
3347776,-576.2028,551.0007
3347777,-665.2028,551.5776
3347778,-602.2028,552.0015
3347779,-360.2028,552.0249
3347780,-74.2028,551.8655
3347781,151.7972,551.7653
3347782,279.7972,551.7858
3347783,324.7972,551.8666
3347784,312.7972,551.9619
3347785,294.7972,552.0713
3347786,306.7972,552.2038
3347787,341.7972,552.3473
3347788,353.7972,552.4332
3347789,345.7972,552.3967
3347790,292.7972,552.2344
3347791,167.7972,552.0364
3347792,67.7972,551.9039
3347793,4.7972,551.8352
3347794,-74.2028,551.7971
3347795,-200.2028,551.8092
3347796,-392.2028,552.0043
3347797,-543.2028,552.4527
3347798,-574.2028,552.9642
3347799,-526.2028,553.3919
3347800,-393.2028,553.6115
3347801,-153.2028,553.5935
3347802,97.7972,553.5387
3347803,214.7972,553.5379
3347804,279.7972,553.6108
3347805,353.7972,553.8026
3347806,368.7972,554.0339
3347807,374.7972,554.2844
3347808,356.7972,554.5131
3347809,338.7972,554.7180
3347810,291.7972,554.8692
3347811,272.7972,554.9977
3347812,273.7972,555.0991
3347813,321.7972,555.1446
3347814,359.7972,555.0117
3347815,229.7972,554.4713
3347816,-62.2028,553.6926
3347817,-383.2028,553.2090
3347818,-651.2028,553.4212
3347819,-765.2028,554.1603
3347820,-606.2028,554.7023
3347821,-233.2028,554.7823
3347822,148.7972,554.8219
3347823,375.7972,555.0660
3347824,436.7972,555.3732
3347825,423.7972,555.6327
3347826,386.7972,555.8563
3347827,306.7972,556.0116
3347828,233.7972,556.1075
3347829,103.7972,556.0544
3347830,-11.2028,555.8269
3347831,-44.2028,555.3844
3347832,-91.2028,554.8247
3347833,-190.2028,554.4396
3347834,-316.2028,554.4513
3347835,-348.2028,554.6584
3347836,-311.2028,554.8138
3347837,-231.2028,554.8113
3347838,-184.2028,554.6613
3347839,-253.2028,554.5780
3347840,-392.2028,554.7687
3347841,-598.2028,555.4074
3347842,-748.2028,556.3842
3347843,-842.2028,557.4505
3347844,-910.2028,558.3936
3347845,-968.2028,559.1696
3347846,-1018.2028,560.0309
3347847,-938.2028,560.7794
3347848,-744.2028,561.2530
3347849,-505.2028,561.4561
3347850,-296.2028,561.5427
3347851,-30.2028,561.5437
3347852,304.7972,561.6834
3347853,625.7972,562.3082
3347854,854.7972,563.5231
3347855,1107.7972,565.6348
3347856,1222.7972,568.2286
3347857,1091.7972,570.2536
3347858,790.7972,571.2261
3347859,389.7972,571.2611
3347860,-109.2028,570.9176
3347861,-430.2028,570.9281
3347862,-494.2028,571.1958
3347863,-411.2028,571.4434
3347864,-302.2028,571.6018
3347865,-204.2028,571.6665
3347866,-155.2028,571.6689
3347867,-201.2028,571.7025
3347868,-248.2028,571.8054
3347869,-235.2028,571.8919
3347870,-206.2028,571.8919
3347871,-152.2028,571.7383
3347872,-48.2028,571.4216
3347873,-60.2028,571.0794
3347874,-61.2028,570.7633
3347875,20.7972,570.3733
3347876,197.7972,569.9581
3347877,434.7972,569.7430
3347878,708.7972,570.0778
3347879,998.7972,571.3786
3347880,1126.7972,573.2986
3347881,918.7972,574.6114
3347882,631.7972,575.2565
3347883,370.7972,575.4861
3347884,113.7972,575.5083
3347885,-76.2028,575.5183
